"","species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"213","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Ingavi, road Tiwanacu to Taraco (Pillapi village).""",-16.5,-68.7667,NA,3820,"NLD037","NLD","CGN18151","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3820",NA,NA,"BO","Department: La Paz, Province: Ingavi, road Tiwanacu to Taraco (Pillapi village)., Bolivia"
"214","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Salta, Department: Santa Victoria""",-22.25,-65.6667,NA,2850,"NLD037","NLD","CGN17924","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2850",NA,NA,"AR","Province: Salta, Department: Santa Victoria, Argentina"
"215","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Tumbaya, Abra de Chilcayos.""",-23.9167,-65.5833,NA,3800,"NLD037","NLD","CGN21326","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Province: Jujuy, Department: Tumbaya, Abra de Chilcayos., Argentina"
"216","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Santa Catalina""",-22.25,-66.3167,NA,3940,"NLD037","NLD","CGN17933","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3940",NA,NA,"AR","Province: Jujuy, Department: Santa Catalina, Argentina"
"217","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Rinconada, Bank of small stream in front of the police office.""",-22.45,-66.1833,NA,4000,"NLD037","NLD","CGN17922","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Province: Jujuy, Department: Rinconada, Bank of small stream in front of the police office., Argentina"
"218","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Yavi""",-22.4,-65.35,NA,3900,"NLD037","NLD","CGN23033","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Province: Jujuy, Department: Yavi, Argentina"
"219","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Salta, Department: La Poma""",-24.4833,-66.2167,NA,4300,"NLD037","NLD","CGN17930","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"AR","Province: Salta, Department: La Poma, Argentina"
"220","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Oruro, Province: Cercado, 8km from La Joya to Lajma (between Llanquera and Eucaliptus).""",-17.7667,-67.5333,NA,3680,"NLD037","NLD","CGN18150","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3680",NA,NA,"BO","Department: Oruro, Province: Cercado, 8km from La Joya to Lajma (between Llanquera and Eucaliptus)., Bolivia"
"221","Solanum acaule f. acaule",NA,"Peru",NA,NA,"""Department: Lima, Province: Canta, slopes above Cullhuay.""",-11.3833,-76.4833,NA,4050,"NLD037","NLD","CGN20666","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4050",NA,NA,"PE","Department: Lima, Province: Canta, slopes above Cullhuay., Peru"
"222","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Ingavi, 79km from Viacha to Jesus de Machaca and passing Nasacara.""",-16.8833,-68.8167,NA,3850,"NLD037","NLD","CGN18153","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3850",NA,NA,"BO","Department: La Paz, Province: Ingavi, 79km from Viacha to Jesus de Machaca and passing Nasacara., Bolivia"
"223","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Aroma, near Patacamaya, Banos de Viscachani.""",-17.1667,-67.9667,NA,3800,"NLD037","NLD","CGN22366","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Department: La Paz, Province: Aroma, near Patacamaya, Banos de Viscachani., Bolivia"
"224","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Santa Catalina""",-21.9167,-66.15,NA,3800,"NLD037","NLD","CGN17920","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Province: Jujuy, Department: Santa Catalina, Argentina"
"225","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Capital, Quebrada de Tolara, 1km from Molinos.""",-23.9667,-65.6333,NA,3500,"NLD037","NLD","CGN18275","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Province: Jujuy, Department: Capital, Quebrada de Tolara, 1km from Molinos., Argentina"
"226","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Potosi, Province: Bustillo, 10km from Uncia to Cala Cala.""",-18.4833,-66.5167,NA,3630,"NLD037","NLD","CGN20622","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3630",NA,NA,"BO","Department: Potosi, Province: Bustillo, 10km from Uncia to Cala Cala., Bolivia"
"227","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Salta, Department: Santa Victoria, above Rodeopampa, 13 km from Santa Victoria on the road to La Quiaca.""",-22.25,-65.0667,NA,3200,"NLD037","NLD","CGN17674","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3200",NA,NA,"AR","Province: Salta, Department: Santa Victoria, above Rodeopampa, 13 km from Santa Victoria on the road to La Quiaca., Argentina"
"228","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Cochabamba, Province: Arque, 94km from Cochabamba to Oruro, 4km after Sayari.""",-17.6667,-66.5333,NA,3800,"NLD037","NLD","CGN22764","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Department: Cochabamba, Province: Arque, 94km from Cochabamba to Oruro, 4km after Sayari., Bolivia"
"229","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Tumbaya""",-23.8667,-65.8,NA,3480,"NLD037","NLD","CGN23046","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3480",NA,NA,"AR","Province: Jujuy, Department: Tumbaya, Argentina"
"230","Solanum acaule",NA,"Bolivia",NA,NA,"""Department: Potosi, Province: Chayanta, 40km from Colquechaca to Ocuri.""",-18.8167,-65.9,NA,3960,"NLD037","NLD","CGN20623","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3960",NA,NA,"BO","Department: Potosi, Province: Chayanta, 40km from Colquechaca to Ocuri., Bolivia"
"231","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Oruro, Province: Carangas, 47km from Oruro to Toledo and thereafter to Llanquera.""",-18.15,-67.6167,NA,3600,"NLD037","NLD","CGN18148","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"BO","Department: Oruro, Province: Carangas, 47km from Oruro to Toledo and thereafter to Llanquera., Bolivia"
"232","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Omasuyos, on road Achacachi - Ancoraimes: 8km from Umacha to Ambana.""",-15.8667,-68.7833,NA,3920,"NLD037","NLD","CGN18136","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3920",NA,NA,"BO","Department: La Paz, Province: Omasuyos, on road Achacachi - Ancoraimes: 8km from Umacha to Ambana., Bolivia"
"233","Solanum acaule f. acaule",NA,"Peru",NA,NA,"""Department: Ayacucho, Province: Condorsenca, Pampa Galeras""",-14.6667,-74.3833,NA,NA,"NLD037","NLD","CGN20671","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Department: Ayacucho, Province: Condorsenca, Pampa Galeras, Peru"
"234","solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.7433,-71.4298,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762426","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"235","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.25,-66.9,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760448","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"236","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-21.85,-65.02,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761382","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"237","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-19.5,-65.717,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760506","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"238","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.19,-69.75,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762141","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"239","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.05,-67.317,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760573","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"240","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-16.1666,-68.5666,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761292","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"241","solanum acaule acaule",NA,"Peru",NA,NA,NA,-7.9902,-77.6552,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761525","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"242","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.1182,-69.5513,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762212","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"243","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.7477,-70.7719,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761963","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"244","solanum acaule acaule",NA,"Peru",NA,NA,NA,-13.6488,-73.0952,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762009","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"245","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-18,-67.083,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760897","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"246","solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.68,-74.12,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761829","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"247","solanum acaule acaule",NA,"Peru",NA,NA,NA,-12.15,-76.233,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761026","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"248","solanum acaule acaule",NA,"Peru",NA,NA,NA,-16.25,-69.0333,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760597","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"249","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-16.217,-68.867,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761336","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"250","solanum acaule acaule",NA,"Peru",NA,NA,NA,-10.07,-77.18,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762415","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"251","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-18.283,-66.817,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760483","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"252","solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.6,-70.78,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761612","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"253","solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.6666,-74.3833,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762044","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"254","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.5575,-71.1305,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761955","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"255","solanum acaule acaule",NA,"Peru",NA,NA,NA,-12.7305,-75.7811,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761960","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"256","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-19.5,-65.667,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760267","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"257","solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.2822,-72.0419,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761553","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"258","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-21.45,-65.717,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761031","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"259","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-16.55,-68.033,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760599","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"260","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.433,-65.717,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760213","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"261","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-18.083,-67.633,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760873","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"262","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.5283,-73.5786,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761145","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"263","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.8833,-69.8833,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761329","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"264","solanum acaule acaule",NA,"Peru",NA,NA,NA,-11.7063,-76.2683,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762117","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"265","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.083,-68.417,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760874","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"266","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-15.01,-69.35,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762140","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"267","solanum acaule acaule",NA,"Peru",NA,NA,NA,-13.8255,-73.2758,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762195","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"268","solanum acaule acaule",NA,"Peru",NA,NA,NA,-17.2677,-70.2494,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761939","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"269","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.667,-66.467,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760540","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"270","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-18.283,-66.333,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760484","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"271","solanum acaule acaule",NA,"Peru",NA,NA,NA,-10.5744,-76.7661,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761509","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"272","solanum acaule acaule",NA,"Peru",NA,NA,NA,-10.9166,-76.0333,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761857","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"273","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.7677,-72.1772,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762350","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"274","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-15.617,-68.7,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760589","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"275","solanum acaule acaule",NA,"Peru",NA,NA,NA,-9.4,-77.033,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761438","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"276","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.033,-68.85,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760316","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"277","solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.317,-66.367,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760216","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"278","solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.95,-69.7833,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761330","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
