"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761464","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762343","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761350","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.117,-67.7,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760585","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-13.45,-74.3333,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761823","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.667,-66.533,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760815","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762307","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762444","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761962","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762299","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.433,-65.717,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760214","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762337","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.25,-66.05,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760465","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.4386,-69.6056,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761961","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.68,-74.12,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762037","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761142","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762446","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761856","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.68,-74.12,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762036","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-16.23,-69.08,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760596","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762376","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-19.483,-65.65,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760508","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-17.1,-67.4,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760581","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.68,-74.12,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762038","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.68,-74.12,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762039","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-15.83,-68.86,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760593","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762440","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-10.91,-76.05,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761861","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762158","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762165","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.5333,-70.2666,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761965","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-21.333,-65.717,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761376","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-15.01,-69.35,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762142","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-21.517,-65.05,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760296","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762411","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","763304","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762164","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-16.0167,-68.7667,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761027","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760949","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.4892,-70.3645,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762354","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-19.633,-65.667,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760276","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","763203","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-21.83,-65.02,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761385","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-10.5744,-76.7661,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761511","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761537","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761346","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-11.2927,-75.9158,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761860","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.3666,-74.3666,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761824","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762378","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762486","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762425","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-14.7833,-69.0833,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762161","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-16.767,-68.367,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760863","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-14.75,-69.0833,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762166","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762162","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-21.85,-65.02,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761380","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","763204","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-11.4,-76.3166,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761528","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-16.21,-69.45,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761331","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-11.19,-75.935,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761025","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762567","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.1182,-69.5513,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762341","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761956","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-18.833,-65.883,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760496","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761139","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-18.483,-66.517,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760491","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761378","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762342","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761626","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-12.2,-76.3,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762074","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-15.7477,-70.7719,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761964","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Namibia",NA,NA,NA,NA,NA,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","762706","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,NA,"Namibia"
"solanum acaule acaule",NA,"Peru",NA,NA,NA,-14.6722,-72.0219,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761134","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"PE","Peru"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-16.1666,-68.5666,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","761293","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
"solanum acaule acaule",NA,"Bolivia",NA,NA,NA,-15.933,-68.667,NA,NA,"ITA303","The System-wide Information Network for Genetic Resources (SINGER)","760588","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"BO","Bolivia"
